customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
4712-UYOOI,No,Female,No,Yes,Yes,20,Month-to-month,No,Electronic check,20.0,417.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4713-LZDRV,Yes,Female,Sí,No,No,2,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,No,Fiber optic,No,No,No,No,No,Yes
4713-ZBURT,No,Male,No,No,Yes,45,Two year,No,Bank transfer (automatic),99.7,4634.35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4716-HHKQH,No,Male,Sí,Yes,No,20,Month-to-month,No,Electronic check,107.05,2172.05,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
4716-MRVEN,No,Female,No,No,No,29,One year,No,Mailed check,20.0,599.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4717-GHADL,No,Female,No,No,No,50,Two year,Yes,Mailed check,79.6,4024.2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
4718-DHSMV,No,Female,No,No,No,11,Month-to-month,Yes,Mailed check,35.8,363.15,No,No phone service,DSL,No,No,No,No,Yes,No
4718-WXBGI,No,Male,No,Yes,Yes,72,Two year,Yes,Credit card (automatic),91.95,6614.9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4719-UMSIY,No,Male,No,No,Yes,6,Month-to-month,No,Mailed check,19.65,100.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4720-VSTSI,Yes,Female,No,No,No,44,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
4723-BEGSG,No,Male,No,Yes,No,72,Two year,No,Credit card (automatic),86.65,6094.25,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4724-WXVWF,No,Male,No,No,No,48,Month-to-month,Yes,Electronic check,95.4,4445.3,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
4726-DLWQN,No,Male,Sí,No,No,50,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No
4727-MCYZG,No,Male,No,No,No,1,Month-to-month,No,Mailed check,55.55,55.55,Yes,No,DSL,No,No,No,No,No,Yes
4729-XKASR,Yes,Male,No,No,Yes,1,Month-to-month,No,Electronic check,24.75,24.75,No,No phone service,DSL,No,No,No,No,No,No
4730-AWNAU,No,Male,No,Yes,Yes,36,One year,No,Credit card (automatic),60.7,2234.55,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
4732-RRJZC,No,Male,No,Yes,Yes,7,Month-to-month,No,Mailed check,20.25,144.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4735-ASGMA,Yes,Male,No,No,No,26,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4735-BJKOU,No,Female,No,No,No,40,Two year,No,Mailed check,20.15,804.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4737-AQCPU,No,Male,No,Yes,Yes,72,Two year,No,Credit card (automatic),72.1,5016.65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4737-HOBAX,No,Male,No,Yes,No,63,Two year,No,Credit card (automatic),79.8,5034.05,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
4741-WWJQZ,No,Female,No,Yes,No,2,Month-to-month,Yes,Electronic check,80.15,194.55,Yes,No,Fiber optic,Yes,No,No,Yes,No,No
4742-DRORA,No,Male,No,Yes,Yes,60,One year,Yes,Bank transfer (automatic),95.4,5812.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
4742-TXUEX,No,Female,No,Yes,Yes,47,Two year,No,Bank transfer (automatic),19.3,890.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4745-LSPLO,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,20.5,20.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4747-LCAQL,No,Male,No,No,No,25,Month-to-month,Yes,Mailed check,79.0,1902.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
4749-OJKQU,No,Female,No,No,No,4,Month-to-month,Yes,Electronic check,75.65,302.35,Yes,Yes,Fiber optic,No,No,No,No,No,No
4749-VFKVB,Yes,Female,No,No,No,1,Month-to-month,Yes,Mailed check,50.1,50.1,Yes,Yes,DSL,No,No,No,No,No,No
4750-UKWJK,No,Female,Sí,Yes,No,37,One year,No,Mailed check,19.6,727.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4750-ZRXIU,Yes,Female,Sí,No,No,4,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
4751-ERMAN,No,Male,No,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),75.4,5480.25,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
4753-PADAS,No,Female,No,Yes,No,67,One year,Yes,Bank transfer (automatic),105.7,6816.95,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4759-PXTAN,No,Female,No,Yes,No,59,One year,Yes,Electronic check,80.1,4693.2,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
4759-TRPLW,Yes,Male,No,No,No,1,Month-to-month,No,Electronic check,70.4,70.4,Yes,No,Fiber optic,No,No,No,No,No,No
4760-THGOT,No,Female,No,Yes,No,43,Month-to-month,Yes,Electronic check,94.1,4107.3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
4760-XOHVN,Yes,Female,No,Yes,Yes,1,Month-to-month,No,Mailed check,19.45,19.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4763-PGDPO,Yes,Female,No,No,No,4,Month-to-month,No,Electronic check,70.4,281.0,Yes,No,Fiber optic,No,No,No,No,No,No
4765-OXPPD,Yes,Female,No,Yes,Yes,9,Month-to-month,No,Mailed check,65.0,663.05,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
4767-HZZHQ,No,Male,No,Yes,Yes,30,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No
4770-QAZXN,No,Female,No,No,No,13,Month-to-month,No,Credit card (automatic),19.45,232.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4770-UEZOX,No,Male,No,No,No,2,Month-to-month,Yes,Electronic check,74.75,144.8,Yes,No,Fiber optic,No,Yes,No,No,No,No
4774-HHGGS,No,Male,No,Yes,No,30,Two year,No,Mailed check,19.05,637.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4776-XSKYQ,No,Female,No,Yes,Yes,12,One year,No,Credit card (automatic),30.25,368.85,No,No phone service,DSL,No,No,No,Yes,No,No
4778-IZARL,No,Male,No,Yes,No,63,Two year,Yes,Credit card (automatic),110.1,6705.7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4779-ZGICK,No,Male,No,Yes,Yes,48,Two year,No,Mailed check,23.55,1173.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4781-ZXYGU,No,Male,No,Yes,Yes,1,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4782-OSFXZ,No,Female,Sí,Yes,No,71,Two year,Yes,Bank transfer (automatic),82.7,5831.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
4785-FCIFB,No,Female,No,Yes,No,61,Two year,No,Mailed check,24.4,1417.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4785-NKHCX,No,Male,Sí,No,No,5,Month-to-month,No,Bank transfer (automatic),20.05,94.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4785-QRJHC,Yes,Male,Sí,Yes,No,46,One year,Yes,Bank transfer (automatic),59.9,2816.65,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
4786-UKSNZ,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,20.2,20.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4789-KWMXN,Yes,Male,No,Yes,No,47,One year,Yes,Credit card (automatic),110.85,5275.8,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4791-QRGMF,Yes,Male,No,Yes,No,59,One year,Yes,Bank transfer (automatic),99.5,5961.1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4795-KTRTH,Yes,Female,Sí,Yes,No,5,Month-to-month,Yes,Electronic check,81.0,371.65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4795-UXVCJ,No,Male,No,No,No,26,One year,No,Credit card (automatic),19.8,457.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4795-WRNVT,No,Female,No,No,No,40,Month-to-month,No,Mailed check,65.1,2586.0,Yes,No,DSL,Yes,Yes,No,No,Yes,No
4797-AXPXK,Yes,Female,No,No,Yes,1,Month-to-month,Yes,Electronic check,60.0,60.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No
4797-MIWUM,No,Male,No,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4800-CZMPC,Yes,Female,No,Yes,Yes,48,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
4800-VHZKI,Yes,Female,No,No,No,1,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4801-JZAZL,No,Female,No,Yes,Yes,11,Month-to-month,Yes,Electronic check,29.6,346.45,No,No phone service,DSL,Yes,No,No,No,No,No
4801-KFYKL,No,Male,No,No,Yes,8,Month-to-month,No,Bank transfer (automatic),19.45,159.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4803-AXVYP,Yes,Female,Sí,No,No,38,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4803-LBYPN,No,Male,No,Yes,Yes,34,Month-to-month,No,Mailed check,20.8,635.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4804-NCPET,No,Male,No,Yes,Yes,19,Two year,No,Mailed check,20.2,387.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4806-DXQCE,No,Female,Sí,Yes,No,70,Two year,Yes,Electronic check,113.65,7714.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4806-HIPDW,Yes,Female,No,Yes,No,1,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,No,Fiber optic,No,No,No,No,No,No
4806-KEXQR,Yes,Male,No,No,No,4,Month-to-month,Yes,Electronic check,79.9,324.3,Yes,No,Fiber optic,No,No,No,No,No,Yes
4807-IZYOZ,No,Female,No,No,No,51,Two year,No,Bank transfer (automatic),20.65,1020.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4808-YNLEU,No,Female,No,Yes,No,35,One year,Yes,Bank transfer (automatic),62.15,2215.45,Yes,No,DSL,Yes,No,No,No,Yes,No
4811-JBUVU,No,Male,No,No,No,30,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
4813-HQMGZ,No,Female,No,Yes,No,8,Month-to-month,Yes,Electronic check,90.25,743.75,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
4815-GBTCD,No,Female,No,Yes,No,4,Month-to-month,Yes,Electronic check,25.15,99.95,No,No phone service,DSL,No,No,No,No,No,No
4815-TUMEQ,No,Female,No,No,No,10,One year,Yes,Mailed check,19.3,185.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4815-YOSUK,No,Male,No,Yes,Yes,72,One year,Yes,Credit card (automatic),104.9,7537.5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
4816-JBHOV,Yes,Male,Sí,No,No,2,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,No,DSL,No,No,No,No,No,No
4816-LXZYW,Yes,Female,No,No,No,23,Month-to-month,Yes,Electronic check,79.15,1676.95,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4816-OKWNX,No,Male,No,Yes,Yes,50,One year,Yes,Bank transfer (automatic),103.4,5236.4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4817-KEQSP,No,Female,No,Yes,Yes,71,Two year,No,Bank transfer (automatic),19.85,1326.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4817-QRJSX,Yes,Female,No,No,No,10,Month-to-month,Yes,Credit card (automatic),81.0,818.05,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4817-VYYWS,Yes,Female,No,No,No,30,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4818-DRBQT,Yes,Male,No,Yes,No,29,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4818-QIUFN,Yes,Female,Sí,No,No,20,Month-to-month,Yes,Electronic check,79.15,1520.9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
4819-HJPIW,No,Male,No,No,No,18,Month-to-month,No,Mailed check,25.15,476.8,No,No phone service,DSL,No,No,No,No,No,No
4821-SJHJV,No,Female,No,Yes,Yes,32,Month-to-month,No,Electronic check,89.6,2901.8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
4821-WQOYN,No,Female,No,Yes,Yes,72,Two year,Yes,Credit card (automatic),20.1,1326.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4822-LPTYJ,No,Male,No,Yes,No,72,Two year,Yes,Bank transfer (automatic),103.75,7346.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4822-NGOCH,Yes,Female,No,No,No,13,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
4822-RVYBB,Yes,Male,Sí,No,No,8,Month-to-month,Yes,Electronic check,100.6,819.4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4822-YCXMX,Yes,Male,No,No,No,25,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
4824-GUCBY,No,Female,Sí,No,No,22,Month-to-month,No,Electronic check,81.7,1820.9,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
4825-FUREZ,No,Male,No,Yes,No,42,Two year,No,Electronic check,20.25,835.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4825-XJGDM,No,Female,No,No,No,61,One year,No,Credit card (automatic),43.7,2696.55,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
4826-DXMUP,No,Male,No,No,Yes,35,One year,Yes,Mailed check,72.1,2495.15,Yes,No,DSL,No,No,No,Yes,Yes,Yes
4826-TZEVA,No,Female,No,No,No,40,Month-to-month,No,Credit card (automatic),74.8,2971.7,Yes,No,Fiber optic,No,Yes,No,No,No,No
4826-XTSOH,Yes,Male,Sí,Yes,No,1,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4827-DPADN,No,Female,No,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),83.3,6042.7,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
4827-LTQRJ,No,Female,Sí,Yes,Yes,66,One year,Yes,Credit card (automatic),110.6,7210.85,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
4827-USJHP,No,Male,No,No,No,20,Month-to-month,Yes,Mailed check,51.8,1023.85,Yes,No,DSL,No,Yes,No,No,No,No
4828-FAZPK,No,Female,No,Yes,Yes,16,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4829-AUOAX,Yes,Female,No,No,No,46,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4829-ZLJTK,No,Female,Sí,Yes,No,72,Two year,Yes,Electronic check,112.4,8046.85,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4830-FAXFM,No,Male,No,No,Yes,19,Month-to-month,Yes,Credit card (automatic),24.1,439.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4831-EOBFE,Yes,Male,No,Yes,Yes,29,Month-to-month,No,Credit card (automatic),94.65,2649.15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
4832-VRBMR,No,Male,Sí,Yes,No,65,One year,Yes,Bank transfer (automatic),103.15,6792.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4833-QTJNO,No,Male,Sí,Yes,No,67,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No
4835-YSJMR,No,Male,No,No,No,39,Two year,Yes,Bank transfer (automatic),49.8,1971.15,Yes,No,DSL,No,No,No,Yes,No,No
4836-WNFNO,No,Female,No,Yes,No,72,Two year,No,Credit card (automatic),25.0,1849.2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4837-PZTIC,No,Female,No,No,No,47,Two year,No,Mailed check,41.9,1875.25,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
4837-QUSFT,No,Female,No,Yes,No,65,One year,Yes,Bank transfer (automatic),100.15,6643.5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No
4840-ORQXB,No,Female,Sí,No,No,56,Month-to-month,No,Electronic check,104.75,5841.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4844-JJWUY,Yes,Female,Sí,No,No,1,Month-to-month,Yes,Electronic check,86.0,86.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
4846-WHAFZ,Yes,Female,Sí,Yes,No,37,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,Yes,Fiber optic,No,No,No,No,No,No
4847-QNOKA,Yes,Female,No,No,No,1,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,No,DSL,No,No,No,No,No,No
4847-TAJYI,No,Female,Sí,No,No,6,Month-to-month,Yes,Electronic check,89.35,567.8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
4849-PYRLQ,No,Female,Sí,No,No,56,Two year,No,Bank transfer (automatic),73.25,4054.2,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
4851-BQDNX,No,Male,No,Yes,Yes,40,One year,Yes,Electronic check,85.05,3355.65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
4853-OITSN,No,Male,No,Yes,No,5,Month-to-month,Yes,Electronic check,89.15,413.25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
4853-RULSV,Yes,Male,No,No,No,70,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes
4854-CIDCF,No,Female,Sí,No,No,3,Month-to-month,No,Electronic check,73.85,196.4,Yes,No,Fiber optic,No,No,Yes,No,No,No
4854-SSLTN,No,Male,No,Yes,Yes,2,Two year,No,Mailed check,59.5,130.5,Yes,No,DSL,Yes,Yes,No,Yes,No,No
4855-SNKMY,Yes,Female,No,No,No,1,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,No,DSL,No,No,No,No,No,No
4859-ZSRDZ,No,Female,No,Yes,Yes,58,Two year,Yes,Credit card (automatic),55.5,3166.9,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
4860-IJUDE,No,Male,No,No,No,13,Month-to-month,Yes,Credit card (automatic),73.75,956.65,Yes,No,Fiber optic,Yes,No,No,No,No,No
4860-YZGZM,No,Male,No,No,No,10,Month-to-month,No,Electronic check,20.0,185.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4868-AADLV,No,Male,Sí,Yes,Yes,66,One year,Yes,Electronic check,116.25,7862.25,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4869-EPIUS,No,Male,No,Yes,No,56,One year,Yes,Electronic check,80.9,4557.5,Yes,No,Fiber optic,No,No,No,No,No,Yes
4871-JTKJF,Yes,Female,Sí,No,No,1,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,No,Fiber optic,No,No,No,No,No,No
4872-JCVCA,No,Female,No,Yes,No,71,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No
4872-VXRIL,No,Male,No,No,No,56,One year,Yes,Bank transfer (automatic),64.65,3665.55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
4873-ILOLJ,Yes,Male,No,No,No,24,Month-to-month,Yes,Electronic check,90.35,2238.5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
4877-EVATK,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,20.0,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4877-TSOFF,No,Female,No,Yes,Yes,55,One year,Yes,Bank transfer (automatic),75.75,4264.25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
4878-BUNFV,No,Male,No,Yes,Yes,42,Two year,No,Mailed check,20.7,828.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4879-GZLFH,No,Female,No,Yes,Yes,42,Month-to-month,Yes,Electronic check,92.15,3875.4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
4881-GQJTW,No,Male,No,No,No,14,Month-to-month,No,Credit card (automatic),19.6,300.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4881-JVQOD,No,Male,Sí,Yes,Yes,10,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,No,No phone service,DSL,No,No,No,No,No,Yes
4883-KCPZJ,No,Female,No,Yes,Yes,22,Two year,No,Credit card (automatic),25.25,555.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4883-QICIH,Yes,Male,No,Yes,Yes,32,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes,No,Fiber optic,No,No,No,No,No,No
4884-LEVMQ,No,Male,No,Yes,No,39,Two year,Yes,Bank transfer (automatic),20.45,790.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4884-TVUQF,No,Female,Sí,No,No,57,Two year,No,Credit card (automatic),101.3,5779.6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
4884-ZTHVF,No,Female,Sí,No,No,8,Month-to-month,Yes,Electronic check,87.1,713.6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
4890-VMUAV,No,Male,No,No,No,63,One year,No,Electronic check,71.5,4576.3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
4891-NLUBA,No,Female,No,Yes,Yes,61,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
4892-VLANZ,Yes,Male,No,No,No,1,Month-to-month,No,Mailed check,19.8,19.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4893-GYUJU,No,Female,No,No,No,50,One year,Yes,Mailed check,19.35,1033.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4895-TMWIR,Yes,Male,Sí,Yes,No,11,Month-to-month,No,Mailed check,19.95,214.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4896-CPRPF,No,Male,No,Yes,Yes,35,Two year,No,Bank transfer (automatic),25.45,809.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4897-QSUYC,Yes,Female,No,No,No,1,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4900-MSOMT,No,Female,No,Yes,Yes,72,Two year,No,Bank transfer (automatic),80.2,5714.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
4902-OHLSK,Yes,Female,Sí,No,No,29,Month-to-month,No,Electronic check,98.65,2862.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4903-CNOZC,No,Male,No,No,No,29,One year,No,Credit card (automatic),70.9,1964.6,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes
4903-UYAVB,Yes,Male,No,Yes,No,5,Month-to-month,No,Mailed check,19.35,126.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4905-JEFDW,Yes,Male,No,No,No,11,One year,Yes,Electronic check,41.6,470.6,No,No phone service,DSL,No,No,Yes,No,Yes,No
4906-ZHGPK,No,Male,No,Yes,Yes,54,One year,Yes,Electronic check,70.7,3770.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
4908-XAXAY,No,Female,Sí,No,No,49,One year,Yes,Bank transfer (automatic),89.85,4287.2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
4909-JOUPP,No,Male,Sí,Yes,No,72,Two year,No,Credit card (automatic),109.7,7898.45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4910-AQFFX,Yes,Male,No,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
4910-GMJOT,Yes,Female,No,No,No,1,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4911-BANWH,Yes,Female,No,No,Yes,31,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4912-PIGUY,No,Female,No,No,No,1,Month-to-month,Yes,Electronic check,84.6,84.6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
4913-EHYUI,Yes,Male,Sí,Yes,Yes,56,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4915-BFSXL,No,Male,No,Yes,Yes,70,Two year,No,Credit card (automatic),68.95,4858.7,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
4918-FYJNT,No,Female,Sí,Yes,No,55,Month-to-month,No,Electronic check,90.45,5044.8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
4918-QLLIW,Yes,Male,No,No,No,3,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,No,DSL,No,No,No,No,Yes,No
4919-IKATY,Yes,Male,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No
4919-MOAVT,Yes,Male,No,No,Yes,3,Month-to-month,No,Electronic check,69.65,220.1,Yes,No,Fiber optic,No,No,No,No,No,No
4922-CVPDX,No,Female,No,Yes,No,26,Two year,Yes,Credit card (automatic),73.5,1905.7,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes
4923-ADWXJ,No,Female,No,No,No,25,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,Yes,No,DSL,No,Yes,No,Yes,No,Yes
